id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_basement,yr_built,yr_renovated,lat,long,price,cluster_1.0,cluster_2.0,cluster_3.0,cluster_4.0,cluster_5.0,cluster_6.0,cluster_7.0,cluster_8.0,cluster_9.0,Predicted
7129300520.0,3,1.0,1180,5650,1.0,0,3,7,0,1955,0,47.5112,-122.257,221900.0,1,0,0,0,0,0,0,0,0,196320
6414100192.0,3,2.25,2570,7242,2.0,0,3,7,400,1951,1991,47.721,-122.319,538000.0,0,0,0,0,1,0,0,0,0,578143
5631500400.0,2,1.0,770,10000,1.0,0,3,6,0,1933,0,47.7379,-122.233,180000.0,1,0,0,0,0,0,0,0,0,185731
2487200875.0,4,3.0,1960,5000,1.0,0,5,7,910,1965,0,47.5208,-122.393,604000.0,0,0,0,0,1,0,0,0,0,569491
1954400510.0,3,2.0,1680,8080,1.0,0,3,8,0,1987,0,47.6168,-122.045,510000.0,0,0,0,1,0,0,0,0,0,493421
1321400060.0,3,2.25,1715,6819,2.0,0,3,7,0,1995,0,47.3097,-122.327,257500.0,0,0,0,0,0,0,0,0,0,273721
2008000270.0,3,1.5,1060,9711,1.0,0,3,7,0,1963,0,47.4095,-122.315,291850.0,0,0,0,0,0,0,0,0,0,273262
2414600126.0,3,1.0,1780,7470,1.0,0,3,7,730,1960,0,47.5123,-122.337,229500.0,1,0,0,0,0,0,0,0,0,207559
3793500160.0,3,2.5,1890,6560,2.0,0,3,7,0,2003,0,47.3684,-122.031,323000.0,0,1,0,0,0,0,0,0,0,343642
1736800520.0,3,2.5,3560,9796,1.0,0,3,8,1700,1965,0,47.6007,-122.145,662500.0,0,0,1,0,0,0,0,0,0,661297
9212900260.0,2,1.0,1160,6000,1.0,0,4,7,300,1942,0,47.69,-122.292,468000.0,0,0,0,1,0,0,0,0,0,494001
114101516.0,3,1.0,1430,19901,1.5,0,4,7,0,1927,0,47.7558,-122.229,310000.0,0,0,0,0,0,0,0,0,0,286285
6054650070.0,3,1.75,1370,9680,1.0,0,4,7,0,1977,0,47.6127,-122.045,400000.0,0,0,0,0,0,0,0,1,0,418056
1175000570.0,5,2.0,1810,4850,1.5,0,3,7,0,1900,0,47.67,-122.394,530000.0,0,0,0,1,0,0,0,0,0,498637
9297300055.0,4,3.0,2950,5000,2.0,3,3,9,970,1979,0,47.5714,-122.375,650000.0,0,0,1,0,0,0,0,0,0,673399
1875500060.0,3,2.0,1890,14040,2.0,0,3,7,0,1994,0,47.7277,-121.962,395000.0,0,0,0,0,0,0,0,1,0,425116
6865200140.0,4,1.0,1600,4300,1.5,0,4,7,0,1916,0,47.6648,-122.343,485000.0,0,0,0,1,0,0,0,0,0,498783
16000397.0,2,1.0,1200,9850,1.0,0,4,7,0,1921,0,47.3089,-122.21,189000.0,1,0,0,0,0,0,0,0,0,201484
7983200060.0,3,1.0,1250,9774,1.0,0,4,7,0,1969,0,47.3343,-122.306,230000.0,1,0,0,0,0,0,0,0,0,199394
6300500875.0,4,1.75,1620,4980,1.0,0,4,7,760,1947,0,47.7025,-122.341,385000.0,0,1,0,0,0,0,0,0,0,351176
